Número documento GEDO;Dependencia receptora;Orden de compra;N° Contratación / Licitación;Resolución Aprobatoria;Expediente;Entidad Proveedora;Cuit Proveedor;Remito n°;Fecha de remito;Fecha de recepción;Renglon;Cantidad;Detalle;Unidad;Observaciones
ACTA-2022-55112769-APN-SGA#MS;DIRECCIÓN DE CONTROL DE ENFERMEDADES INMUNOPREVENIBLES;SOLICITUD DE PROVISION 13_22;L. PUB. 28_2009;RESOL-2022-565-APN-MS;EX-2020-77880654-APN-SSGA#MS;SINERGIUM BIOTECH - CONSORCIO DE COOPERACION;30711257485;00007-00000550;;31/05/2022;1;154540;"VACUNA ANTIGRIPAL ESTACIONAL ADULTO TRIVALENTE MONODOSIS, EN JERINGA PRELLENADA, MARCA VIRAFLU. -
";DOSIS;"NOVENA ENTREGA: 66.940 - DECIMA ENTREGA: 87.600 ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55112976-APN-SGA#MS;Dirección Nacional de Epidemiología e Información Estratégica;COVID19 09_22;"COVID-19 N°01/22 (COMPR.AR 80-0004-CDI22)	";RS-2022-579-APN-MS;EX-2022-2691546-APN-DCYC#MS;GENBIOTECH SRL;30709415197;0001-00037468;;19/05/2022;1;300000;"COLUMNAS DE MEMBRANA DE SÍLICA PARA EXTRAER Y PURIFICAR EXCLUSIVAMENTE ARN A PARTIR DE PLASMA, SUERO, HISOPADOS Y FLUIDOS LIBRES DE CÉLULAS, PARA SER UTILIZADO EN ENSAYOS DE PCR CONVENCIONAL O DE TIEMPO REAL CON ELUCIÓN RÁPIDA. DEBE INCLUIR TODOS LOS INSUMOS NECESARIOS PARA PODER LLEVAR A CABO LA EXTRACCIÓN DE ÁCIDOS NUCLEICOS. ALT.1: ACCUPREP VIRAL RNA EXTRACTION KIT BIONNER. PRESENTACIÓN: DETERMINACIONES. OBSERVACIONES Y ESPECIFICACIONES, SEGÚN PBYCP.
";UNI.;"PRIMERA ENTREGA: 250.000 - SEGUNDA ENTREGA: 50.000 ; CUMPLIMIENTO: PARCIAL - FUERA/DENTRO"
ACTA-2022-55113381-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80-0005-OCA21;80-0006-LPR21;-;EX-2021-21139523-APN-DCYC#MS;AUDISONIC SA;30707030689;00001-00010927;;06/05/2022;1;2;"Audífonos superpotentes para perdidas severas de la audición							
";UNI.;CUMPLIMIENTO: PARCIAL - FUERA
ACTA-2022-55113568-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80-0005-OCA21;80-0006-LPR21;-;EX-2021-21139523-APN-DCYC#MS;AUDISONIC SA;30707030689;00001-00010928;;06/05/2022;1;2;"Audífonos superpotentes para perdidas severas de la audición							
";UNI.;CUMPLIMIENTO: PARCIAL - FUERA
ACTA-2022-55113919-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80-0005-OCA21;80-0006-LPR21;-;EX-2021-21139523-APN-DCYC#MS;AUDISONIC SA;30707030689;00001-00010921;;06/05/2022;1;2;"Audífonos superpotentes para perdidas severas de la audición							
";UNI.;CUMPLIMIENTO: PARCIAL - FUERA
ACTA-2022-55116697-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80-0005-OCA21;80-0006-LPR21;-;EX-2021-21139523-APN-DCYC#MS;AUDISONIC SA;30707030689;00001-00010923;;06/05/2022;1;2;"Audífonos superpotentes para perdidas severas de la audición							
";UNI.;CUMPLIMIENTO: PARCIAL - FUERA
ACTA-2022-55116874-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80-0005-OCA21;80-0006-LPR21;-;EX-2021-21139523-APN-DCYC#MS;AUDISONIC SA;30707030689;00001-00010919;;06/05/2022;1;2;"Audífonos superpotentes para perdidas severas de la audición							
";UNI.;CUMPLIMIENTO: PARCIAL - FUERA
ACTA-2022-55117349-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80-0005-OCA21;80-0006-LPR21;-;EX-2021-21139523-APN-DCYC#MS;AUDISONIC SA;30707030689;00001-00010920;;06/05/2022;1;2;"Audífonos superpotentes para perdidas severas de la audición							
";UNI.;CUMPLIMIENTO: PARCIAL - FUERA
ACTA-2022-55117982-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80-0005-OCA21;80-0006-LPR21;-;EX-2021-21139523-APN-DCYC#MS;AUDISONIC SA;30707030689;00001-00010924;;06/05/2022;1;2;"Audífonos superpotentes para perdidas severas de la audición							
";UNI.;CUMPLIMIENTO: PARCIAL - FUERA
ACTA-2022-55118048-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80-0005-OCA21;80-0006-LPR21;-;EX-2021-21139523-APN-DCYC#MS;AUDISONIC SA;30707030689;00001-00010922;;06/05/2022;1;2;"Audífonos superpotentes para perdidas severas de la audición							
";UNI.;CUMPLIMIENTO: PARCIAL - FUERA
ACTA-2022-55552850-APN-SGA#MS;Secretaría de Acceso a la Salud;INLEG-2021-60379024-APN-SES#MS;MSAL-50-LPI-B;-;EX-2020-70734464-APN-SSGA#MS;ANDREANI LOGÍSTICA S.A.;30698011145;-;;31/03/2022;6 (ITEM 1);2;"Preparación de pedidos- Preparación pedidos Conservadoras
";UNI.;"PERIODO: MARZO 2022 ; CONF.: PV-2022-53160748-APN-DNCET#MS/PV-2022-54652409-APN-SAS#MS; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-55553962-APN-SGA#MS;Secretaría de Acceso a la Salud;INLEG-2021-60379024-APN-SES#MS;MSAL-50-LPI-B;-;EX-2020-70734464-APN-SSGA#MS;ANDREANI LOGÍSTICA S.A.;30698011145;-;;31/03/2022;6 (ITEM 1);44;"Preparación de pedidos- Preparación pedidos Conservadoras
";UNI.;"PERIODO: MARZO 2022 ; CONF.: PV-2022-53160665-APN-DNCET#MS/PV-2022-54652880-APN-SAS#MS; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-55556813-APN-SGA#MS;Secretaría de Acceso a la Salud;INLEG-2021-60379024-APN-SES#MS;MSAL-50-LPI-B;-;EX-2020-70734464-APN-SSGA#MS;ANDREANI LOGÍSTICA S.A.;30698011145;-;;30/04/2022;1 (ITEM 2);1;Recepción y almacenamiento- Temperatura controlada 2°-8°C abono 12 Posiciones mensuales SENASA;SERV.;
ACTA-2022-55556813-APN-SGA#MS;Secretaría de Acceso a la Salud;INLEG-2021-60379024-APN-SES#MS;MSAL-50-LPI-B;-;EX-2020-70734464-APN-SSGA#MS;ANDREANI LOGÍSTICA S.A.;30698011145;-;;30/04/2022;2 (ITEM 2);1;Recepción y almacenamiento- Temperatura controlada 15°-25°C abono 5 Posiciones mensuales SENASA;SERV.;
ACTA-2022-55556813-APN-SGA#MS;Secretaría de Acceso a la Salud;INLEG-2021-60379024-APN-SES#MS;MSAL-50-LPI-B;-;EX-2020-70734464-APN-SSGA#MS;ANDREANI LOGÍSTICA S.A.;30698011145;-;;30/04/2022;3 (ITEM 2);7;Recepción y almacenamiento - Temperatura controlada 2°-8°C Posición adicional SENASA;UNI.;
ACTA-2022-55556813-APN-SGA#MS;Secretaría de Acceso a la Salud;INLEG-2021-60379024-APN-SES#MS;MSAL-50-LPI-B;-;EX-2020-70734464-APN-SSGA#MS;ANDREANI LOGÍSTICA S.A.;30698011145;-;;30/04/2022;6 (ITEM 1);20;Preparación de pedidos- Preparación pedidos Conservadoras;UNI.;
ACTA-2022-55556813-APN-SGA#MS;Secretaría de Acceso a la Salud;INLEG-2021-60379024-APN-SES#MS;MSAL-50-LPI-B;-;EX-2020-70734464-APN-SSGA#MS;ANDREANI LOGÍSTICA S.A.;30698011145;-;;30/04/2022;6 (ITEM 2);3;Preparación de pedidos- Preparación pedidos Terciarios;UNI.;"PERIODO: ABRIL 2022 ; CONF.: PV-2022-53160712-APN-DNCET#MS/PV-2022-54856252-APN-SAS#MS; CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-55557914-APN-SGA#MS;SECRETARÍA DE ACCESO A LA SALUD;INLEG-2021-60897242-APN-SES#MS;MSAL-50-LPI;-;EX-2020-70734464-APN-SSGA#MS;OCA LOG S.A.;30717024393;-;;28/02/2022;1 (ITEM 1);190,2;"Distribución ~ Distribución y seguro de transporte de los Productos CON frio- ZONA AMBA.
";KG;
ACTA-2022-55557914-APN-SGA#MS;SECRETARÍA DE ACCESO A LA SALUD;INLEG-2021-60897242-APN-SES#MS;MSAL-50-LPI;-;EX-2020-70734464-APN-SSGA#MS;OCA LOG S.A.;30717024393;-;;28/02/2022;1 (ITEM 2);146,81;"Distribución ~ Distribución y seguro de transporte de los Productos CON frio- ZONA INTERIOR.
";KG.;"PERIODO: FEBRERO 2022 ; CONF.: PV-2022-53160783-APN-DNCET#MS/PV-2022-54855766-APN-SAS#MS ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-55566332-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;NLEG_2021_43847876_APN_SES#MS;MSAL-4- LPI-B;-;EX-2020-44431739-APN-DD#MS;LABORATORIOS FEDERALES ARGENTINOS S.A.;30681071381;0001-00072872;;27/05/2022;11 (ITEM 1);981300;METFORMINA - Comprimido ranurado 500 mg;COMP.;CUMPLIMIENTO: PARCIAL - FUERA
ACTA-2022-55568739-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_0033_OC22;80-0044-LPU21;RS-2022-06245267-APN-SAS#MS;EX-2021-68335567-APN-DCYC#MS;NUTRICIA-BAGO SA;30707013431;1500-00043899;;28/04/2022;6;312000;""" FÓRMULA LÁCTEA PARA LACTANTES EN POLVO. LIBRE DE GLUTEN. DE INICIO, DE 0 A 6 MESES. MARCA: CRECIENDO. NOMBRE DE FANTASÍA: CRECIENDO 1. PAÍS DE ORIGEN: ARGENTINA. DENOMINACIÓN LEGAL: FÓRMULA LÁCTEA PARA LACTANTES EN POLVO. LIBRE DE GLUTEN. PRESENTACIÓN: 1 POUCH X 1000 GRS. REGIÓN: PATAGONIA """;GR.;"DESTINO: TIERRA DEL FUEGO ; PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55570729-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_0033_OC22;80-0044-LPU21;RS-2022-06245267-APN-SAS#MS;EX-2021-68335567-APN-DCYC#MS;NUTRICIA-BAGO SA;30707013431;1500-00043904;;18/04/2022;3;816000;"FÓRMULA LÁCTEA PARA LACTANTES EN POLVO. LIBRE DE GLUTEN. DE INICIO, DE 0 A 6 MESES. MARCA: CRECIENDO. NOMBRE DE FANTASÍA: CRECIENDO 1. PAÍS DE ORIGEN: ARGENTINA. DENOMINACIÓN LEGAL: FÓRMULA LÁCTEA PARA LACTANTES EN POLVO. LIBRE DE GLUTEN. PRESENTACIÓN: 1 LATA X 800 GRS. REGION: CUYO
";GR.;"DESTINO: LA RIOJA ; PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55571390-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_0033_OC22;80-0044-LPU21;RS-2022-06245267-APN-SAS#MS;EX-2021-68335567-APN-DCYC#MS;NUTRICIA-BAGO SA;30707013431;1500-00046532;;11/05/2022;2;6113600;"FÓRMULA LÁCTEA PARA LACTANTES EN POLVO. LIBRE DE GLUTEN. DE INICIO, DE 0 A 6 MESES. MARCA: CRECIENDO. NOMBRE DE FANTASÍA: CRECIENDO 1. PAÍS DE ORIGEN: ARGENTINA. DENOMINACIÓN LEGAL: FÓRMULA LÁCTEA PARA LACTANTES EN POLVO. LIBRE DE GLUTEN. PRESENTACIÓN: 1 LATA X 800 GRS. REGIÓN: CENTRO
";GR.;"DESTINO: SANTA FE ; PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55572822-APN-SGA#MS;Dirección Nacional de Medicamentos y Tecnología Sanitaria;80_1066_OC21;80-0011-LPU20;ACTO-2021-20416600-APN-JGM;EX-2020-32645133-APN-DCYCMS#MSYDS;LABORATORIOS FEDERALES ARGENTINOS S.A.;30681071381;0001-00072879;;27/05/2022;27;53381;NOMBRE DEL PRODUCTO: ERITROMICINA SOLUCIÓN OFTÁLMICA. NOMBRE COMERCIAL: ERISINE. FORMA FARMACEUTICA: SOLUCIÓN OFTÁLMICA. PRESENTACIÓN: 1 FRASCO GOTERO + SOLVENTE ESTÉRIL.;FCOS.;"TERCERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55575112-APN-SGA#MS;Dirección Nacional de Medicamentos y Tecnología Sanitaria;80_1066_OC21;80-0011-LPU20;ACTO-2021-20416600-APN-JGM;EX-2020-32645133-APN-DCYCMS#MSYDS;LABORATORIOS FEDERALES ARGENTINOS S.A.;30681071381;0001-00072932;;27/05/2022;26;124560;ENALAPRIL 10 MG. NOMBRE COMERCIAL: PRESIPRIL. FORMA FARMACEUTICA: COMPRIMIDO RANURADO PRESENTACIÓN: 90 COMPRIMIDOS POR ENVASE SECUNDARIO.;COMPRIMIDO;"SEXTA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55576755-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_0050_OC22;80-0042-CDI21;RS-2022-15974201-APN-MS;EX-2021-40131131-APN-DCYC#MS;"LABORATORIOS RICHMOND SACIF
";30501152826;0003-00275410;;26/05/2022;2;70560;ANTIRETROVIRALES DARUNAVIR+RITONAVIR 800MG/100 MG MARCA: VIRONTAR N RICHMOND. PRESENTACIÓN: BLISTER CONTENIENDO 30 COMPRIMIDOS RECUBIERTOS;COMPRIMIDO;"SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-55578824-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_0050_OC22;80-0042-CDI21;RS-2022-15974201-APN-MS;EX-2021-40131131-APN-DCYC#MS;"LABORATORIOS RICHMOND SACIF
";30501152826;0003-00275415;;26/05/2022;2;70860;ANTIRETROVIRALES DARUNAVIR+RITONAVIR 800MG/100 MG MARCA: VIRONTAR N RICHMOND. PRESENTACIÓN: BLISTER CONTENIENDO 30 COMPRIMIDOS RECUBIERTOS;COMPRIMIDO;"SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-55611538-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;80_0029_OC22;80-0011-LPU20;RS-2021-126698500-APN-MS;EX-2020-32645133-APN-DCYCMS#MSYDS;"LABORATORIOS FABRA SA				
";30534475795;0002-00253083;;27/05/2022;56;4371;"NISTATINA 100000 UI/ML SUSPENSIÓN X 24 ML. NOMBRE COMERCIAL: CANDIDIAS. FORMA FARMACEUTICA: FRASCO X 24 ML. PRESENTACIÓN: ESTUCHE X 1 FRASCO.

";FRASCO;"PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55612755-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;80_0029_OC22;80-0011-LPU20;RS-2021-126698500-APN-MS;EX-2020-32645133-APN-DCYCMS#MSYDS;"LABORATORIOS FABRA SA				
";30534475795;0002-00253084;;27/05/2022;56;4371;"NISTATINA 100000 UI/ML SUSPENSIÓN X 24 ML. NOMBRE COMERCIAL: CANDIDIAS. FORMA FARMACEUTICA: FRASCO X 24 ML. PRESENTACIÓN: ESTUCHE X 1 FRASCO.

";FRASCO;"SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-55657163-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;80_0029_OC22;80-0011-LPU20;RS-2021-126698500-APN-MS;EX-2020-32645133-APN-DCYCMS#MSYDS;"LABORATORIOS FABRA SA				
";30534475795;0002-00253085;;27/05/2022;56;4371;"NISTATINA 100000 UI/ML SUSPENSIÓN X 24 ML. NOMBRE COMERCIAL: CANDIDIAS. FORMA FARMACEUTICA: FRASCO X 24 ML. PRESENTACIÓN: ESTUCHE X 1 FRASCO.
";FRASCO;"TERCERA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-55657304-APN-SGA#MS;Dirección Nacional de Epidemiología e Información Estratégica;COVID19 07_22;"COVID-19 N°01/22 (COMPR.AR 80-0004-CDI22)	";RS-2022-579-APN-MS;EX-2022-2691546-APN-DCYC#MS;"LABORATORIOS JAYOR SRL	";30712205330;00001-00006854;;27/05/2022;3 (ALT.1);252000;"PRUEBA RÁPIDA DE DIAGNÓSTICO PARA LA DETECCIÓN CUALITATIVA DE ANTÍGENO/S ESPECÍFICOS (AG) DE SARS-COV-2 EN MUESTRAS OBTENIDAS DE HISOPADO NASOFARÍNGEO   NASALES DE ORIGEN HUMANO. DEBE SER CAPAZ DE DETECTAR TODAS LAS VARIANTES CIRCULANTES DE SARS-COV-2 A LA FECHA. ALT.1: SARS- COV-2 ANTIGEN RAPID TEST COVID-19 AG). MARCA IMMUNOBIO. PRESENTACIÓN: DETERMINACIONES. OBSERVACIONES Y ESPECIFICACIONES, SEGÚN PBYCP.
";UNI.;"PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55657405-APN-SGA#MS;Dirección Nacional de Epidemiología e Información Estratégica;COVID19 07_22;"COVID-19 N°01/22 (COMPR.AR 80-0004-CDI22)	";RS-2022-579-APN-MS;EX-2022-2691546-APN-DCYC#MS;"LABORATORIOS JAYOR SRL	";30712205330;00001-00006855;;27/05/2022;3 (ALT.1);252000;"PRUEBA RÁPIDA DE DIAGNÓSTICO PARA LA DETECCIÓN CUALITATIVA DE ANTÍGENO/S ESPECÍFICOS (AG) DE SARS-COV-2 EN MUESTRAS OBTENIDAS DE HISOPADO NASOFARÍNGEO   NASALES DE ORIGEN HUMANO. DEBE SER CAPAZ DE DETECTAR TODAS LAS VARIANTES CIRCULANTES DE SARS-COV-2 A LA FECHA. ALT.1: SARS- COV-2 ANTIGEN RAPID TEST COVID-19 AG). MARCA IMMUNOBIO. PRESENTACIÓN: DETERMINACIONES. OBSERVACIONES Y ESPECIFICACIONES, SEGÚN PBYCP.
";UNI.;"PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55657533-APN-SGA#MS;Dirección Nacional de Epidemiología e Información Estratégica;COVID19 07_22;"COVID-19 N°01/22 (COMPR.AR 80-0004-CDI22)	";RS-2022-579-APN-MS;EX-2022-2691546-APN-DCYC#MS;"LABORATORIOS JAYOR SRL	";30712205330;00001-00006856;;27/05/2022;3 (ALT.1);251000;"PRUEBA RÁPIDA DE DIAGNÓSTICO PARA LA DETECCIÓN CUALITATIVA DE ANTÍGENO/S ESPECÍFICOS (AG) DE SARS-COV-2 EN MUESTRAS OBTENIDAS DE HISOPADO NASOFARÍNGEO   NASALES DE ORIGEN HUMANO. DEBE SER CAPAZ DE DETECTAR TODAS LAS VARIANTES CIRCULANTES DE SARS-COV-2 A LA FECHA. ALT.1: SARS- COV-2 ANTIGEN RAPID TEST COVID-19 AG). MARCA IMMUNOBIO. PRESENTACIÓN: DETERMINACIONES. OBSERVACIONES Y ESPECIFICACIONES, SEGÚN PBYCP.
";UNI.;"PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55657757-APN-SGA#MS;Dirección Nacional de Epidemiología e Información Estratégica;COVID19 07_22;"COVID-19 N°01/22 (COMPR.AR 80-0004-CDI22)	";RS-2022-579-APN-MS;EX-2022-2691546-APN-DCYC#MS;"LABORATORIOS JAYOR SRL	";30712205330;00001-00006863;;27/05/2022;3 (ALT.1);252000;"PRUEBA RÁPIDA DE DIAGNÓSTICO PARA LA DETECCIÓN CUALITATIVA DE ANTÍGENO/S ESPECÍFICOS (AG) DE SARS-COV-2 EN MUESTRAS OBTENIDAS DE HISOPADO NASOFARÍNGEO   NASALES DE ORIGEN HUMANO. DEBE SER CAPAZ DE DETECTAR TODAS LAS VARIANTES CIRCULANTES DE SARS-COV-2 A LA FECHA. ALT.1: SARS- COV-2 ANTIGEN RAPID TEST COVID-19 AG). MARCA IMMUNOBIO. PRESENTACIÓN: DETERMINACIONES. OBSERVACIONES Y ESPECIFICACIONES, SEGÚN PBYCP.
";UNI.;"PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55657816-APN-SGA#MS;Dirección Nacional de Epidemiología e Información Estratégica;COVID19 07_22;"COVID-19 N°01/22 (COMPR.AR 80-0004-CDI22)	";RS-2022-579-APN-MS;EX-2022-2691546-APN-DCYC#MS;"LABORATORIOS JAYOR SRL	";30712205330;00001-00006864;;27/05/2022;3 (ALT.1);233940;"PRUEBA RÁPIDA DE DIAGNÓSTICO PARA LA DETECCIÓN CUALITATIVA DE ANTÍGENO/S ESPECÍFICOS (AG) DE SARS-COV-2 EN MUESTRAS OBTENIDAS DE HISOPADO NASOFARÍNGEO   NASALES DE ORIGEN HUMANO. DEBE SER CAPAZ DE DETECTAR TODAS LAS VARIANTES CIRCULANTES DE SARS-COV-2 A LA FECHA. ALT.1: SARS- COV-2 ANTIGEN RAPID TEST COVID-19 AG). MARCA IMMUNOBIO. PRESENTACIÓN: DETERMINACIONES. OBSERVACIONES Y ESPECIFICACIONES, SEGÚN PBYCP.
";UNI.;"PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55658030-APN-SGA#MS;Dirección Nacional de Epidemiología e Información Estratégica;COVID19 07_22;"COVID-19 N°01/22 (COMPR.AR 80-0004-CDI22)	";RS-2022-579-APN-MS;EX-2022-2691546-APN-DCYC#MS;"LABORATORIOS JAYOR SRL	";30712205330;00001-00006865;;27/05/2022;3 (ALT.1);252000;"PRUEBA RÁPIDA DE DIAGNÓSTICO PARA LA DETECCIÓN CUALITATIVA DE ANTÍGENO/S ESPECÍFICOS (AG) DE SARS-COV-2 EN MUESTRAS OBTENIDAS DE HISOPADO NASOFARÍNGEO   NASALES DE ORIGEN HUMANO. DEBE SER CAPAZ DE DETECTAR TODAS LAS VARIANTES CIRCULANTES DE SARS-COV-2 A LA FECHA. ALT.1: SARS- COV-2 ANTIGEN RAPID TEST COVID-19 AG). MARCA IMMUNOBIO. PRESENTACIÓN: DETERMINACIONES. OBSERVACIONES Y ESPECIFICACIONES, SEGÚN PBYCP.
";UNI.;"PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55658115-APN-SGA#MS;Dirección Nacional de Epidemiología e Información Estratégica;COVID19 07_22;"COVID-19 N°01/22 (COMPR.AR 80-0004-CDI22)	";RS-2022-579-APN-MS;EX-2022-2691546-APN-DCYC#MS;"LABORATORIOS JAYOR SRL	";30712205330;00001-00006868;;27/05/2022;3 (ALT.1);241940;"PRUEBA RÁPIDA DE DIAGNÓSTICO PARA LA DETECCIÓN CUALITATIVA DE ANTÍGENO/S ESPECÍFICOS (AG) DE SARS-COV-2 EN MUESTRAS OBTENIDAS DE HISOPADO NASOFARÍNGEO   NASALES DE ORIGEN HUMANO. DEBE SER CAPAZ DE DETECTAR TODAS LAS VARIANTES CIRCULANTES DE SARS-COV-2 A LA FECHA. ALT.1: SARS- COV-2 ANTIGEN RAPID TEST COVID-19 AG). MARCA IMMUNOBIO. PRESENTACIÓN: DETERMINACIONES. OBSERVACIONES Y ESPECIFICACIONES, SEGÚN PBYCP.
";UNI.;"PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55658239-APN-SGA#MS;Dirección Nacional de Epidemiología e Información Estratégica;COVID19 07_22;"COVID-19 N°01/22 (COMPR.AR 80-0004-CDI22)	";RS-2022-579-APN-MS;EX-2022-2691546-APN-DCYC#MS;"LABORATORIOS JAYOR SRL	";30712205330;00001-00006869;;27/05/2022;3 (ALT.1);153000;"PRUEBA RÁPIDA DE DIAGNÓSTICO PARA LA DETECCIÓN CUALITATIVA DE ANTÍGENO/S ESPECÍFICOS (AG) DE SARS-COV-2 EN MUESTRAS OBTENIDAS DE HISOPADO NASOFARÍNGEO   NASALES DE ORIGEN HUMANO. DEBE SER CAPAZ DE DETECTAR TODAS LAS VARIANTES CIRCULANTES DE SARS-COV-2 A LA FECHA. ALT.1: SARS- COV-2 ANTIGEN RAPID TEST COVID-19 AG). MARCA IMMUNOBIO. PRESENTACIÓN: DETERMINACIONES. OBSERVACIONES Y ESPECIFICACIONES, SEGÚN PBYCP.
";UNI.;"PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-55658578-APN-SGA#MS;Dirección Nacional de Epidemiología e Información Estratégica;COVID19 07_22;"COVID-19 N°01/22 (COMPR.AR 80-0004-CDI22)	";RS-2022-579-APN-MS;EX-2022-2691546-APN-DCYC#MS;"LABORATORIOS JAYOR SRL	";30712205330;00001-00006872;;27/05/2022;3 (ALT.1);2000;"PRUEBA RÁPIDA DE DIAGNÓSTICO PARA LA DETECCIÓN CUALITATIVA DE ANTÍGENO/S ESPECÍFICOS (AG) DE SARS-COV-2 EN MUESTRAS OBTENIDAS DE HISOPADO NASOFARÍNGEO   NASALES DE ORIGEN HUMANO. DEBE SER CAPAZ DE DETECTAR TODAS LAS VARIANTES CIRCULANTES DE SARS-COV-2 A LA FECHA. ALT.1: SARS- COV-2 ANTIGEN RAPID TEST COVID-19 AG). MARCA IMMUNOBIO. PRESENTACIÓN: DETERMINACIONES. OBSERVACIONES Y ESPECIFICACIONES, SEGÚN PBYCP.
";UNI.;
ACTA-2022-55658578-APN-SGA#MS;Dirección Nacional de Epidemiología e Información Estratégica;COVID19 07_22;"COVID-19 N°01/22 (COMPR.AR 80-0004-CDI22)	";RS-2022-579-APN-MS;EX-2022-2691546-APN-DCYC#MS;"LABORATORIOS JAYOR SRL	";30712205330;00001-00006872;;27/05/2022;3 (ALT.2);80000;"PRUEBA RÁPIDA DE DIAGNÓSTICO PARA LA DETECCIÓN CUALITATIVA DE ANTÍGENO/S ESPECÍFICOS (AG) DE SARS-COV-2 EN MUESTRAS OBTENIDAS DE HISOPADO NASOFARÍNGEO   NASALES DE ORIGEN HUMANO. DEBE SER CAPAZ DE DETECTAR TODAS LAS VARIANTES CIRCULANTES DE SARS-COV-2 A LA FECHA. ALT.2: TEST RAPIDO DE ANTIGENOS NASAL/NASOFARINGEO. MARCA REALY. PRESENTACIÓN: DETERMINACIONES. OBSERVACIONES Y ESPECIFICACIONES, SEGÚN PBYCP.
";UNI.;"PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
